PermitID,PROJNUM,ProjectID,PermitTypeLUID,PermitType,PermitNumber,PermitDescriptor,Remark
1655,20010830,5646,2,ODF,2001-730-70905,,
1656,20010832,5648,2,ODF,2001-730-70474,,
1657,20010833,5649,2,ODF,2001-730-70473,,
1658,20010834,5650,2,ODF,01-730-70358,,
1659,20010835,5651,2,ODF,00-730-70754,,
1660,20010836,5652,2,ODF,00-730-70927,,
1661,20010837,5653,2,ODF,2000-730-70754,,
1662,20010852,5668,2,ODF,99-730-71157,,
1663,20010853,5669,2,ODF,2001-730-71152,,
1664,20010872,5688,2,ODF,01-711-75290,,
1665,20010873,5689,2,ODF,01-711-75660,,
1666,20010874,5690,2,ODF,01-730-70828,,
1667,20010875,5691,1,DSL,22598,GA,
1668,20010876,5692,2,ODF,01-552-30653,,
1669,20010879,5695,2,ODF,2001-531-20766,,
1670,20010880,5696,1,DSL,22657,,activity_type 1 & 3
1672,20010885,5701,1,DSL,24050,RF,
1673,20010886,5702,1,DSL,24117,RF,
1674,20010887,5703,1,DSL,24117,RF,
1675,20010891,5707,1,DSL,24121,RF,
1676,20010892,5708,1,DSL,24123,RF,
1677,20010906,5721,1,DSL,17517,GA,
1678,20010907,5722,1,DSL,17517,GA,
1679,20010911,5725,1,DSL,15708,GA,
1680,20010912,5726,2,ODF,00-87086,,
1681,20010913,5727,2,ODF,01-84078,,Hood River Co.
1682,20010913,5727,2,ODF,01-84077,,Wasco Co.
1683,20010914,5728,2,ODF,01-84078 (95402471 Hood River County),,
1684,20010915,5729,2,ODF,01-84107 (95402500),,
1685,20010916,5730,2,ODF,01-84107 (95402500 Hood River County),,
1686,20010917,5731,2,ODF,01-84074 (95402467),,
1687,20010923,5737,2,ODF,2001-551-34258,,
1688,20010926,5740,2,ODF,00-34731,,
1689,20010927,5741,2,ODF,00-34731,,
1690,20010928,5742,2,ODF,00-34731,,
1691,20010929,5743,2,ODF,2001-532-25799,,
1692,20010930,5744,2,ODF,2001-740-61274,,activity_type 1 & 4
1694,20010931,5745,2,ODF,2001-781-50710,,
1695,20010932,5746,2,ODF,2001-781-51085,,
1696,20010934,5748,2,ODF,2001-791-40341,,
1697,20010935,5749,2,ODF,2001-711-75669,,
1698,20010936,5750,2,ODF,2001-711-75365,,
1700,20010937,5751,2,ODF,2000-712-78787,,
1699,20010937,5751,2,ODF,2001-711-75001,,
1701,20010938,5752,2,ODF,2001-711-75217,,
1702,20010939,5753,2,ODF,2001-712-78227,,activity_type 3 & 4
1704,20010940,5754,2,ODF,00-711-75596,,
1705,20010941,5755,2,ODF,2001-711-75148,,
1706,20010942,5756,2,ODF,01-711-75083,,
1707,20010943,5757,2,ODF,2001-711-75296,,
1708,20010944,5758,2,ODF,01-711-75360,,
1709,20010945,5759,2,ODF,2001-711-75044,,
1710,20010947,5761,2,ODF,2001-711-75015,,
1711,20010948,5762,2,ODF,00-75301,,
1712,20010949,5763,1,DSL,23971,GA,
1713,20010949,5763,2,ODF,0175370,,activity_type 1 & 4
1715,20010951,5765,1,DSL,22464,,
1716,20010951,5765,2,ODF,00-75403 (71109791),,
1717,20010952,5766,1,DSL,22459,GA,
1718,20010953,5767,1,DSL,23515,RF,
1719,20010959,5773,2,ODF,2001-951-82117,,
1720,20010978,5792,1,DSL,16234,RF,
1721,20010979,5793,1,DSL,23785,GS,"This was reported and entered as ""GS"".  Is there a GS permit?"
1722,20010980,5794,1,DSL,13487,GA,
1723,20010980,5794,1,DSL,15624,GA,
1724,20010981,5795,1,DSL,22480,RF,
1725,20010985,5799,2,ODF,2000-981-88230,,
1726,20010988,5802,1,DSL,15636,GA,
1727,20010992,5806,2,ODF,1998-730-70019,,
1728,20010993,5807,2,ODF,98-60046,,
1729,20010994,5808,2,ODF,2000-740-61400,,activity_type 3 & 4
1731,20010995,5809,2,ODF,00-61313,,activity_type 3 & 4
1733,20010996,5810,2,ODF,00-61291,,
1734,20011010,5824,1,DSL,16671,GA,
1735,20011011,5825,1,DSL,23143,,
1736,20011012,5826,1,DSL,23122,,
1737,20011013,5827,1,DSL,21929,,
1738,20011014,5828,1,DSL,22045,,
1739,20011015,5829,1,DSL,21980,,
1740,20011016,5830,1,DSL,21962,,
1741,20011017,5831,1,DSL,21962,,
1742,20011018,5832,1,DSL,18705,GA,
1743,20011019,5833,1,DSL,24515,GA,
1744,20011020,5834,1,DSL,24176,GA,
1745,20011025,5839,2,ODF,2001-740-61102,,
1746,20011026,5840,2,ODF,2001-740-60691,,
1747,20011027,5841,2,ODF,2001-740-60457,,
1748,20011028,5842,2,ODF,2001-740-60831,,
1749,20011029,5843,2,ODF,2001-740-61253,,
1750,20011030,5844,2,ODF,99-61491,,
1751,20011031,5845,2,ODF,00-661166,,
1752,20011032,5846,2,ODF,2001-740-61379,,
1753,20011033,5847,2,ODF,2001-740-61667,,
1754,20011054,5868,2,ODF,00-61602 (74021841),,
1755,20011055,5869,2,ODF,2001-740-61380 (74023401),,
1756,20011056,5870,2,ODF,2001-740-60205,,activity_type 4
1758,20011057,5871,2,ODF,2001-740-61532 (74023553),,
1759,20011058,5872,2,ODF,2001-740-60423 (74022444),,
1760,20011059,5873,2,ODF,2001-740-60263 (74022284),,
1761,20011061,5875,2,ODF,00-61321 (74021560),,
1762,20011062,5876,2,ODF,2001-740-60383 (74022404),,
1763,20011063,5877,2,ODF,2001-740-60885 (74022906),,
1764,20011064,5878,2,ODF,2001-740-60188 (74022209),,
1765,20011065,5879,2,ODF,2001-740-60018 (74022039),,
1766,20011066,5880,2,ODF,2001-740-60402 (74022423),,
1767,20011067,5881,2,ODF,2001-740-61434,,
1768,20011068,5882,2,ODF,00-61762 (74022001),,
1769,20011069,5883,1,DSL,22688,,
1770,20011070,5884,1,DSL,22688,,
1771,20011073,5887,1,DSL,22688,,
1772,20011074,5888,1,DSL,22688,,
1773,20011075,5889,1,DSL,22688,,
1774,20011077,5891,1,DSL,24508,,
1775,20011078,5892,1,DSL,22687,,
1776,20011079,5893,1,DSL,24521,,
1777,20011080,5894,1,DSL,23717,,
1778,20011081,5895,1,DSL,23897,GA,
1779,20011082,5896,1,DSL,22290,GA,
1780,20011086,5900,1,DSL,23831,GA,
1781,20011088,5902,2,ODF,01-15190,,activity_type 3 & 4
1783,20011090,5904,1,DSL,22562,SP,
1784,20011097,5911,2,ODF,01-553-37581,,
1785,20011098,5912,2,ODF,01-553-37005,,
1786,20011099,5913,2,ODF,01-553-37577,,activity_type 3 & 4
1788,20011100,5914,2,ODF,01-553-37298,,
1789,20011102,5916,2,ODF,01-553-37298,,
1790,20011103,5917,2,ODF,01-553-37298,,
1791,20011103,5917,2,ODF,01-55337298,,
1792,20011104,5918,2,ODF,01-553-37298,,
1793,20011105,5919,2,ODF,01-553-37298,,activity_type 3 & 4
1795,20011106,5920,2,ODF,01-553-37213,,
1796,20011107,5921,2,ODF,01-553-37298,,
1797,20011108,5922,2,ODF,01-553-37575,,activity_type 3 & 4
1799,20011109,5923,1,DSL,23276,GA,
1800,20011110,5924,1,DSL,23266,GA,
1801,20011111,5925,1,DSL,23266,GA,
1802,20011112,5926,1,DSL,22185,GA,
1803,20011113,5927,1,DSL,23265,GA,
1804,20011114,5928,1,DSL,23277,GA,
1805,20011115,5929,1,DSL,23268,GA,
1806,20011116,5930,1,DSL,23269,GA,
1807,20011117,5931,1,DSL,23272,GA,
1808,20011118,5932,1,DSL,23270,GA,
1809,20011119,5933,1,DSL,23273,GA,
1810,20011120,5934,1,DSL,23274,GA,
1811,20011121,5935,1,DSL,23390,GA,
1812,20011138,5952,1,DSL,23870,GA,
1813,20011141,5955,1,DSL,17471,SP,
1814,20011142,5956,1,DSL,22843,GA,
1815,20011145,5959,1,DSL,22973,RF,
1816,20020001,5960,1,DSL,24247,GA,
1817,20020002,5961,1,DSL,16781,GA,
1818,20020002,5961,2,ODF,01-15266,,activity_type 1 & 3
1820,20020003,5962,2,ODF,01-15072,,
1821,20020004,5963,2,ODF,1-15223,,
1822,20020005,5964,2,ODF,2002-531-20393,,
1823,20020006,5965,1,DSL,23746,GA,
1825,20020007,5966,1,DSL,25975,GA,Landowner: USFS
1824,20020007,5966,1,DSL,22372,GA,Landowner: private
1826,20020008,5967,1,DSL,25972,GA,
1827,20020009,5968,1,DSL,22343,GA,
1828,20020009,5968,3,ACOE,2000-399,ACOE,
1829,20020010,5969,1,DSL,23623,GA,
1830,20020011,5970,1,DSL,23681,GA,
1831,20020012,5971,1,DSL,23625,GA,
1832,20020013,5972,1,DSL,25045,GA,
1833,20020014,5973,1,DSL,24998,GA,
1834,20020015,5974,1,DSL,24999,GA,
1835,20020016,5975,1,DSL,24997,GA,
1838,20020029,5988,1,DSL,25912,GA,
1839,20020030,5989,1,DSL,26018,GA,
1840,20020031,5990,1,DSL,26004,GA,
1841,20020032,5991,1,DSL,26123,GA,
1842,20020033,5992,1,DSL,22361,GA,
1843,20020033,5992,2,ODF,02-34465,,
1844,20020034,5993,1,DSL,22371,GA,
1845,20020035,5994,1,DSL,25280,GA,
1846,20020036,5995,1,DSL,25281,GA,
1847,20020037,5996,1,DSL,25910,GA,
1848,20020038,5997,1,DSL,25911,GA,
1849,20020039,5998,1,DSL,25274,GA,
1850,20020039,5998,2,ODF,2002-553-37443,,
1851,20020040,5999,1,DSL,25283,GA,
1852,20020041,6000,1,DSL,24003,GA,
1853,20020042,6001,1,DSL,25588,GA,
1855,20020042,6001,2,ODF,n.a,,
1854,20020042,6001,2,ODF,02-60619,,
1856,20020043,6002,1,DSL,25587,GA,
1857,20020044,6003,2,ODF,02-61352,,
1858,20020045,6004,2,ODF,02-61352,,
1859,20020046,6005,2,ODF,01-60671,,
1861,20020048,6007,1,DSL,23994,GA,
1862,20020049,6008,1,DSL,26071,GA,
1863,20020051,6010,1,DSL,23995,GA,
1864,20020052,6011,1,DSL,23993,GA,
1866,20020055,6014,1,DSL,25794,GA,
1867,20020056,6015,1,DSL,25715,GA,
1869,20020058,6017,1,DSL,25328,GA,
1870,20020059,6018,1,DSL,25609,GA,
1871,20020060,6019,1,DSL,25648,GA,
1872,20020061,6020,1,DSL,25655,GA,
1873,20020062,6021,1,DSL,25649,GA,
1874,20020063,6022,1,DSL,25652,GA,
1875,20020064,6023,1,DSL,24777,GA,
1877,20020065,6024,1,DSL,23922,GA,
1876,20020065,6024,1,DSL,23921,GA,
1879,20020065,6024,2,ODF,2001-781-50826 Western Lane,,
1878,20020065,6024,2,ODF,2001-781-50826,,
1880,20020066,6025,1,DSL,23923,GA,
1881,20020067,6026,1,DSL,23891,GA,
1882,20020069,6028,1,DSL,24996,GA,activity_type 1 & 3
1884,20020070,6029,1,DSL,18906,GA,
1885,20020230,6189,2,ODF,01-11356,,
1886,20020231,6190,2,ODF,02-521-11464,,
1887,20020232,6191,2,ODF,02-11345,,
1888,20020233,6192,2,ODF,02-11145,,
1889,20020234,6193,2,ODF,02-11467,,
1890,20020235,6194,2,ODF,02-521-11485,,
1891,20020236,6195,2,ODF,01-11329,,activity_type 3 & 4
1893,20020237,6196,2,ODF,01-11271,,activity_type 3 & 4
1895,20020238,6197,2,ODF,02-11201,,activity_type 3 & 4
1897,20020239,6198,2,ODF,02-521-11213,,
1898,20020240,6199,2,ODF,02-521-11218,,
1899,20020241,6200,2,ODF,02-521-11330,,
1900,20020242,6201,2,ODF,02-521-11329,,
1901,20020243,6202,2,ODF,02-521-11247,,
1902,20020244,6203,2,ODF,02-11328,,activity_type 3 & 4
1904,20020245,6204,2,ODF,01-11310,,
1905,20020247,6206,2,ODF,02-521-11332,,
1906,20020248,6207,2,ODF,02-11333,,
1907,20020249,6208,2,ODF,02-521-11463,,activity_type 3 & 4
1909,20020250,6209,2,ODF,02-11206,,
1910,20020251,6210,2,ODF,02-11204,,
1911,20020252,6211,2,ODF,2002-521-11212,,activity_type 3 & 4
1913,20020253,6212,2,ODF,2002-521-11219,,
1914,20020254,6213,2,ODF,2002-521-11323,,
1916,20020255,6214,2,ODF,02-11226,,
1915,20020255,6214,2,ODF,02-521-11226,,
1917,20020256,6215,2,ODF,2002-521-11205,,
1918,20020257,6216,2,ODF,2002-521-11223,,activity_type 3 & 4
1920,20020258,6217,2,ODF,2002-521-11220,,
1921,20020290,6249,2,ODF,2001-511-15004,,
1922,20020291,6250,2,ODF,2001-521-11006,,
1923,20020292,6251,2,ODF,2002-521-11362,,
1924,20020293,6252,2,ODF,2002-521-11004,,
1925,20020294,6253,2,ODF,2002-521-11004,,
1926,20020295,6254,2,ODF,02-511-15133,,
1927,20020298,6257,2,ODF,2001-521-11006,,
1928,20020299,6258,2,ODF,2001-521-11465,,
1929,20020300,6259,2,ODF,2001-521-11465,,
1930,20020301,6260,2,ODF,2002-521-11232,,
1931,20020302,6261,2,ODF,2001-521-11457,,
1932,20020303,6262,2,ODF,2001-521-11006,,
1933,20020304,6263,2,ODF,2002-521-11299,,
1934,20020304,6263,2,ODF,2002-521-11273,,
1935,20020305,6264,2,ODF,2001-521-11283,,
1936,20020306,6265,2,ODF,1759,,
1937,20020307,6266,2,ODF,2002-521-11271,,
1938,20020308,6267,2,ODF,2001-521-11036,,
1939,20020309,6268,2,ODF,2002-521-11367,,
1940,20020312,6271,2,ODF,2001-511-15004,,
1941,20020313,6272,2,ODF,2001-511-15004,,
1942,20020314,6273,2,ODF,2002-531-20053,,
1943,20020317,6276,2,ODF,2002-521-11193,,
1944,20020318,6277,2,ODF,2002-531-20658,,
1945,20020319,6278,2,ODF,2001-521-11006,,
1946,20020320,6279,2,ODF,2001-521-11006,,
1947,20020321,6280,2,ODF,2002-521-11194,,
1948,20020322,6281,2,ODF,2001-521-11006,,
1949,20020323,6282,2,ODF,2002-511-15178,,
1950,20020324,6283,2,ODF,2002-532-25064,,
1952,20020325,6284,2,ODF,2001-532-25047,,
1951,20020325,6284,2,ODF,2002-532-25371,,
1953,20020327,6286,2,ODF,2002-532-25061,,
1954,20020328,6287,2,ODF,2002-532-25062,,
1955,20020329,6288,2,ODF,2002-532-25063,,
1956,20020332,6291,2,ODF,2002-532-25484,,
1957,20020334,6293,2,ODF,2002-532-25021,,
1958,20020335,6294,2,ODF,2002-532-25485,,
1959,20020341,6300,2,ODF,551-34319,,
1960,20020342,6301,2,ODF,551-34353,,
1961,20020343,6302,2,ODF,551-34336,,activity_type 3 & 4
1963,20020344,6303,2,ODF,551-34339,,
1964,20020345,6304,2,ODF,551-34337,,
1965,20020345,6304,2,ODF,551-34338,,
1966,20020346,6305,2,ODF,551-34335,,activity_type 3 & 4
1968,20020347,6306,2,ODF,551-34376,,
1969,20020348,6307,2,ODF,551-34409,,activity_type 3 & 4
1971,20020349,6308,2,ODF,551-34320,,activity_type 3 & 4
1973,20020350,6309,2,ODF,553-37307,,activity_type 3 & 4
1975,20020358,6317,2,ODF,2001-771-55760,,
1976,20020359,6318,2,ODF,2001-771-55942,,
1977,20020360,6319,2,ODF,2001-730-71147,,
1978,20020361,6320,2,ODF,2002-730-70465,,
1979,20020362,6321,2,ODF,2002-730-70092,,
1980,20020362,6321,2,ODF,2002-730-70093,,
1981,20020384,6343,2,ODF,2002-781-51456,,
1982,20020385,6344,2,ODF,02-781-51332,,
1983,20020427,6386,1,DSL,23141,RF,
1985,20020428,6387,1,DSL,21598,GA,
1984,20020428,6387,1,DSL,21958,GA,
1987,20020430,6389,1,DSL,16401,RF,
1988,20020431,6390,1,DSL,23105,GA,
1989,20020439,6398,1,DSL,23803,GA,
1990,20020440,6399,1,DSL,23803,GA,
1991,20020441,6400,1,DSL,23803,GA,
1992,20020442,6401,1,DSL,23803,GA,
1993,20020443,6402,1,DSL,25244,GA,
1994,20020444,6403,1,DSL,24961,RP,
1995,20020445,6404,1,DSL,25247,GA,
1996,20020446,6405,1,DSL,25246,GA,
1997,20020447,6406,1,DSL,25245,GA,
1998,20020449,6408,2,ODF,2001-521-11256 (521063251),,
1999,20020450,6409,2,ODF,2001-521-11012 (52106081),,
2000,20020451,6410,2,ODF,2001-521-11364 (52106433),,
2001,20020452,6411,2,ODF,2001-521-11365 (52106434),,
2002,20020453,6412,2,ODF,2001-521-11364,,
2003,20020454,6413,2,ODF,2001-521-11364,,
2004,20020455,6414,2,ODF,2002-521-11302,,
2005,20020456,6415,2,ODF,2000-11421 Vesper,,
2006,20020457,6416,2,ODF,2002-521-11236,,
2007,20020458,6417,2,ODF,02-11236,,
2008,20020459,6418,2,ODF,2002-521-11155,,
2009,20020460,6419,2,ODF,2001-521-11118,,
2010,20020461,6420,2,ODF,2001-521-11118,,
2011,20020462,6421,2,ODF,2001-521-11111,,
2012,20020463,6422,2,ODF,2001-521-11398,,
2013,20020464,6423,2,ODF,2002-521-11275,,
2014,20020465,6424,2,ODF,2002-521-11400,,
2015,20020466,6425,2,ODF,2001-521-11159,,
2016,20020467,6426,2,ODF,2002-521-11110,,activity_type 3 & 4
2018,20020468,6427,2,ODF,2002-521-11261,,activity_type 3 & 4
2020,20020469,6428,2,ODF,2001-521-11059,,
2021,20020471,6430,2,ODF,2002-712-78718,,
2022,20020472,6431,2,ODF,2002-711-75097,,
2023,20020473,6432,2,ODF,2002-711-75330,,
2026,20020475,6434,2,ODF,2002-711-75503,,activity_types 3 & 4
2027,20020477,6436,2,ODF,2002-711-75308,,
2028,20020478,6437,1,DSL,26152,GA,
2029,20020479,6438,2,ODF,2002-711-75916,,
2030,20020480,6439,2,ODF,2002-711-75798,,
2031,20020482,6441,2,ODF,2002-711-75300,,
2032,20020483,6442,2,ODF,2002-711-75720,,
2033,20020484,6443,2,ODF,2002-711-75355,,
2034,20020485,6444,2,ODF,2002-711-75212,,
2035,20020486,6445,2,ODF,2002-711-75265,,
2036,20020487,6446,2,ODF,2002-711-75043,,
2037,20020488,6447,2,ODF,2002-711-75026,,
2038,20020489,6448,2,ODF,2001-740-60656,,
2039,20020490,6449,3,ACOE,ACOE 02-00657,,
2040,20020491,6450,1,DSL,25873,,
2041,20020492,6451,1,DSL,21975,,
2042,20020493,6452,1,DSL,21980,,
2043,20020494,6453,1,DSL,25834,,
2044,20020495,6454,1,DSL,25412,RF,
2045,20020496,6455,1,DSL,25409,RF,
2046,20020497,6456,1,DSL,25410,RF,
2047,20020498,6457,1,DSL,25394,GA,
2048,20020500,6459,1,DSL,23894,GA,
2049,20020502,6461,3,ACOE,ACOE 2000-00555,,
2050,20020508,6467,1,DSL,25841,,permit number was originally reported as JD02/25841
2051,20020508,6467,2,ODF,2002-711-11773,,
2052,20020508,6467,2,ODF,2002-711-75751,,
2053,20020511,6470,1,DSL,25422,GA,
2054,20020519,6478,2,ODF,01-78559 (71211068),,
2055,20020521,6480,2,ODF,00-75200 (71109588),,
2056,20020522,6481,2,ODF,2002-532-25652,,
2057,20020523,6482,2,ODF,2002-532-25653,,
2058,20020524,6483,2,ODF,2002-532-25654,,
2059,20020527,6486,2,ODF,2002-532-25382,,
2060,20020528,6487,2,ODF,2002-532-25700,,
2061,20020530,6489,2,ODF,02-37303,,
2062,20020531,6490,1,DSL,24529,GA,
2063,20020532,6491,1,DSL,25427,GA,
2064,20020535,6494,1,DSL,21953,FP,
2065,20020542,6501,2,ODF,2002-591-47345,,
2066,20020543,6502,2,ODF,2002-591-47345,,
2067,20020544,6503,2,ODF,2002-591-47407,,
2068,20020546,6505,2,ODF,2002-591-47380,,
2069,20020547,6506,2,ODF,2002-591-47333,,
2070,20020550,6509,1,DSL,25220,GA,
2071,20020551,6510,1,DSL,24876,RF,
6728,20020553,6512,3,ACOE,2001-00518,,DSL or ODF permits are not required on tribal land.
6729,20020554,6513,3,ACOE,2001-00516,,DSL or ODF permits are not required on tribal land.
6730,20020554,6513,3,ACOE,2001-00517,,DSL or ODF permits are not required on tribal land.
2072,20020555,6514,2,ODF,01-30671,,
6731,20020556,6515,3,ACOE,2001-00515,,DSL and ODF permits not required on tribal land.  Army Corps permit used-#2001-00515
2073,20020557,6516,1,DSL,26265,GA,
2075,20020568,6527,2,ODF,54008/943091-07,,
2076,20020569,6528,3,ACOE,2000-00451,ACOE,
2077,20020570,6529,1,DSL,24396,GA,
2078,20020572,6531,1,DSL,26122,GA,
2079,20020573,6532,1,DSL,17572,SP,
2080,20020574,6533,1,DSL,23075,GA,
2081,20020576,6535,2,ODF,02-954-84036,,
2082,20020577,6536,2,ODF,01-84063,,
2083,20020582,6541,1,DSL,25101,GA,
2084,20020588,6547,1,DSL,25258,GA,
2085,20020589,6548,1,DSL,25167,GA,
2086,20020590,6549,1,DSL,25167,GA,
2087,20020591,6550,1,DSL,25167,GA,
2088,20020592,6551,1,DSL,25259,GA,
2089,20020593,6552,1,DSL,24126,GA,
2090,20020594,6553,1,DSL,24126,,
2091,20020595,6554,1,DSL,17477,RF,
2092,20020596,6555,1,DSL,25687,GA,activity_type 1 & 3
2094,20020597,6556,1,DSL,25689,GA,
2095,20020600,6559,2,ODF,59206074,,
2096,20020601,6560,2,ODF,59206074,,
2097,20020602,6561,2,ODF,59206074,,
2098,20020603,6562,2,ODF,59206074,,
2099,20020604,6563,2,ODF,59206074,,
2100,20020605,6564,2,ODF,59206074,,
2101,20020606,6565,2,ODF,59206074,,
2102,20020607,6566,2,ODF,59206074,,
2103,20020608,6567,2,ODF,01-45022,,
2104,20020609,6568,2,ODF,01-45022,,
2105,20020610,6569,2,ODF,01-45022,,
2106,20020611,6570,2,ODF,01-45022,,
2107,20020613,6572,2,ODF,01-45022,,
2108,20020616,6575,2,ODF,01-45022,,
2109,20020617,6576,2,ODF,01-45022,,
2110,20020620,6579,2,ODF,01-45022,,
2111,20020621,6580,2,ODF,01-45022,,
2112,20020622,6581,2,ODF,01-45022,,
2113,20020623,6582,2,ODF,01-45022,,
2114,20020624,6583,2,ODF,01-45022,,
2115,20020628,6587,2,ODF,01-45022,,
2116,20020629,6588,2,ODF,01-45022,,
2117,20020630,6589,2,ODF,2002-592-45031,,
2118,20020631,6590,2,ODF,01-45022,,
2119,20020651,6610,2,ODF,01-87111,,
2120,20020652,6611,1,DSL,24286,GA,activity_type 1 & 3
2121,20020652,6611,2,ODF,02-87090,,activity_type 1 & 3
2124,20020653,6612,2,ODF,01-87103,,activity_type 3 & 4
2127,20020654,6613,2,ODF,2002-972-85654 (972001026),,
2126,20020654,6613,2,ODF,2002-972-85654 (97201026),,activity_type 1 & 6
2129,20020655,6614,2,ODF,2002-531-20480,,
2130,20020656,6615,2,ODF,2002-531-20569,,
2131,20020657,6616,2,ODF,2002-531-20611,,
2132,20020658,6617,2,ODF,2002-531-20174,,
2133,20020659,6618,2,ODF,2002-531-20535,,
2134,20020660,6619,2,ODF,2002-531-20034,,
2135,20020661,6620,2,ODF,2002-531-20303,,
2136,20020662,6621,2,ODF,2002-531-20475,,
2137,20020663,6622,2,ODF,2002-552-30389,,activity_type 3 & 4
2139,20020664,6623,2,ODF,2002-531-20454,,
2140,20020665,6624,2,ODF,2002-531-20288,,
2141,20020666,6625,2,ODF,2002-531-20600,,
2142,20020667,6626,2,ODF,2002-552-30080,,
2143,20020668,6627,2,ODF,2002-531-20299,,
2144,20020669,6628,2,ODF,2002-531-20338,,
2145,20020670,6629,2,ODF,2002-552-30483,,
2146,20020671,6630,2,ODF,2002-552-30513,,
2147,20020672,6631,2,ODF,2002-552-30402,,
2148,20020674,6633,2,ODF,2002-552-30277,,
2149,20020675,6634,2,ODF,2002-553-37496,,
2150,20020676,6635,2,ODF,2002-531-20452,,
2151,20020677,6636,2,ODF,2002-552-30477,,
2152,20020678,6637,2,ODF,02-792-43267,,
2153,20020679,6638,2,ODF,02-792-43032,,activity_type 3 & 4
2155,20020680,6639,2,ODF,02-792-43121,,
2156,20020681,6640,2,ODF,02-792-43196,,
2157,20020682,6641,2,ODF,02-792-43267,,
2158,20020683,6642,2,ODF,01-792-43130,,
2159,20020684,6643,1,DSL,24109,RF,
2160,20020684,6643,1,DSL,24110,RF,
2161,20020692,6651,2,ODF,2002 791 40726,,
2162,20020693,6652,2,ODF,2002-791-40752,,
2163,20020694,6653,2,ODF,2002-791-40627,,
2164,20020697,6656,2,ODF,2002-781-51582,,
2165,20020698,6657,2,ODF,2002-740-61758,,
2166,20020699,6658,2,ODF,02-34367,,
2167,20020700,6659,2,ODF,2003-551-34116,,
2168,20020701,6660,2,ODF,2003-551-34116,,
2169,20020702,6661,2,ODF,2002-532-25593,,
2170,20020703,6662,2,ODF,2002-740-60963,,activity_type 3 & 4
2172,20020704,6663,2,ODF,2002-730-71126,,
2173,20020705,6664,2,ODF,2001-730-71068,,
2174,20020706,6665,2,ODF,2002-740-60930,,
2175,20020720,6679,1,DSL,22954,SP,
2176,20020721,6680,1,DSL,24166,GA,
2177,20020722,6681,1,DSL,26327,GA,
2178,20020730,6689,1,DSL,25028,GA,
2179,20020731,6690,1,DSL,25332,GA,
2180,20020739,6698,1,DSL,25028,GA,
2181,20020741,6700,1,DSL,15196,SP,
2182,20020743,6702,1,DSL,16234,RF,
2183,20020743,6702,1,DSL,23161,RF,
2184,20020749,6708,1,DSL,25582,,activity_type 1 & 3
2186,20020750,6709,1,DSL,22270,GA,
2187,20020751,6710,1,DSL,25242,,
2188,20020752,6711,1,DSL,25242,,
2189,20020753,6712,1,DSL,25242,,
2190,20020757,6716,2,ODF,2002-740-60886,,
2191,20020758,6717,2,ODF,2002-740-60887,,
2192,20020760,6719,2,ODF,02-60952,,
2193,20020769,6728,2,ODF,341-02-46,,
2194,20020770,6729,2,ODF,341-01-76,,
2195,20020771,6730,2,ODF,341-01-32,,
2196,20020772,6731,2,ODF,341-01-06,,
2197,20020773,6732,2,ODF,02-15217,,
2198,20020774,6733,2,ODF,02-15253,,
2200,20020775,6734,2,ODF,02-15286,,
2201,20020775,6734,2,ODF,02-15285,,
2202,20020775,6734,2,ODF,02-15277,,
2199,20020775,6734,2,ODF,03-15004,,
2203,20020776,6735,2,ODF,02-15174,,
2204,20020777,6736,2,ODF,01-15250,,activity_type 3 & 4
2206,20020781,6740,1,DSL,25212,GA,
2207,20020782,6741,1,DSL,25433,GA,
2208,20020783,6742,1,DSL,24321,,
2209,20020791,6750,1,DSL,25167,,
2210,20020792,6751,1,DSL,25260,,
2211,20020793,6752,1,DSL,25121,GA,
2212,20020794,6753,1,DSL,24956,GA,
2213,20020795,6754,1,DSL,24955,GA,
2214,20020796,6755,1,DSL,24958,GA,
2215,20020797,6756,1,DSL,24953,GA,
2216,20020798,6757,1,DSL,24952,NSP,
2217,20020799,6758,1,DSL,24794,NSP,
2218,20020800,6759,1,DSL,24952,NSP,
2219,20020801,6760,1,DSL,24796,GA,
2220,20020802,6761,1,DSL,24957,GA,
2221,20020803,6762,1,DSL,24794,NSP,
2222,20020804,6763,1,DSL,25640,GA,
2223,20020805,6764,1,DSL,25644,GA,
2224,20020806,6765,1,DSL,25662,GA,
2225,20020807,6766,1,DSL,25663,GA,
2226,20020808,6767,1,DSL,24384,GA,
2227,20020809,6768,1,DSL,25436,GA,
2228,20020810,6769,1,DSL,24417,,
2231,20020811,6770,1,DSL,24581,,
2229,20020811,6770,1,DSL,24582,,
2230,20020811,6770,1,DSL,24580,,
2232,20020814,6773,1,DSL,15833,RP,
2233,20020814,6773,1,DSL,15838,RF,
2234,20020815,6774,1,DSL,25185,,
2235,20020820,6779,2,ODF,2002-972-85655,,activity_type 3 & 4
2237,20020827,6786,1,DSL,25846,GA,
2238,20020832,6791,1,DSL,24104,GA,
2239,20020844,6803,1,DSL,25971,GA,
2242,20020845,6804,2,ODF,2002-591-47679,,
2240,20020845,6804,2,ODF,2002-591-47345,,
2241,20020845,6804,2,ODF,2002-591-47380,,
2243,20020847,6806,1,DSL,23433,GA,
2244,20020848,6807,2,ODF,03-25157,,
2245,20020856,6815,1,DSL,25183,,
2246,20020859,6818,1,DSL,24182,GA,
