PROJNUM,ProjName,BasinActual,SubbasinActual,County,StartYear,CompleteYear
19971418,Prison Camp 98-781-50068,Northern Oregon Coastal,Siuslaw,Lane,1997,1998
19971419,Tomcat 98-781-50066,Northern Oregon Coastal,Siuslaw,Lane,1997,1998
19971420,97-781-50982,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971421,Haun Beaver 97-553-37603,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19971422,Gardiner Frant W/T unit 3121  96-740-61228,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971423,Wassen North Unit 3100,Southern Oregon Coastal,Umpqua,Douglas,1995,1996
19971424,Camp Ridge Stockpile Unit 3155  97-740-61978,Southern Oregon Coastal,Umpqua,Douglas,1997,1998
19971425,Oil Well Otter Unit 4112  97-740-62073,Southern Oregon Coastal,Umpqua,Douglas,1997,1998
19971426,Short Ranch Southeast Unit 4108,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971427,Short Ranch Water Hole Unit 4110,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971428,Short Ranch Flats Unit 4104,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971429,Frantz Powerline Unit 3122  96-740-61510,Southern Oregon Coastal,Umpqua,Douglas,1996,1997
19971430,Jimmy North Unit 3128,Southern Oregon Coastal,Umpqua,Douglas,1996,1997
19971431,Luchsinger Switchback Unit 3156,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971432,Grant Cr Unit 3102,Northern Oregon Coastal,Siltcoos,Lane,1996,1997
19971433,South Inlet '97 Unit 3168  97-781-50311,Northern Oregon Coastal,Siltcoos,Lane,1997,1997
19971434,South Wendson Unit 3175  97-781-50730,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971435,Scare Ridge Section 12 Unit 3179  97-781-50061,Southern Oregon Coastal,Umpqua,Douglas,1997,1998
19971436,Sock Camp Unit 3159,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971437,Gardiner Reservoir Unit 3184  97-740-61022,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971438,Otter Ridge Cassidy,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971439,Airgate ODF #97-711-75546,Southern Oregon Coastal,Applegate,Jackson,1997,1997
19971440,Airgate,Southern Oregon Coastal,Applegate,Jackson,1997,1997
19971441,Brush Mtn. R/C,Southern Oregon Coastal,Upper Rogue,Jackson,1997,1997
19971442,Conley Spring ODF #97-711-75457,Southern Oregon Coastal,Upper Rogue,Jackson,1997,1997
19971443,Glade Cr Roads,Southern Oregon Coastal,Applegate,Jackson,1997,1997
19971444,Planting,Southern Oregon Coastal,Middle Rogue,Jackson,1997,1997
19971445,Planting,Southern Oregon Coastal,Middle Rogue,Jackson,1997,1997
19971447,97-711-75084 Spencer Gulch,Southern Oregon Coastal,Applegate,Jackson,1997,1997
19971448,96-711-75847,Southern Oregon Coastal,Upper Rogue,Jackson,1997,1997
19971449,Yonkers Road Construction,Southern Oregon Coastal,Upper Rogue,Jackson,1997,1997
19971451,97-711-75153,Southern Oregon Coastal,Middle Rogue,Jackson,1997,1997
19971452,Next to Iddy Biddy 97-60540,Southern Oregon Coastal,Coquille,Coos,1997,1997
19971453,Pete's Dream 97-60542,Southern Oregon Coastal,Coquille,Coos,1997,1997
19971454,Slater 19  96-62114,Southern Oregon Coastal,Coquille,Douglas,1996,1997
19971455,Boulder Creek  96-61918,Southern Oregon Coastal,Coquille,Douglas,1996,1996
19971456,Skull Ridge  97-60750,Southern Oregon Coastal,Coquille,Coos,1997,1997
19971457,Tom Cat  97-70011,Southern Oregon Coastal,South Umpqua,Douglas,1997,1998
19971458,Rattle Trap  96-71442,Southern Oregon Coastal,South Umpqua,Douglas,1996,1997
19971459,Rattle Ridge  96-70132,Southern Oregon Coastal,South Umpqua,Douglas,1996,1997
19971460,Right Way  97-71479,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971461,Brush Creek  97-70159,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971462,Middle Direct  97-70149,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971463,Thompson Overlook,Southern Oregon Coastal,South Umpqua,Douglas,1997,1998
19971465,Tyee Curve Culvert,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971466,Porter Rice Culvert,Southern Oregon Coastal,South Umpqua,Douglas,1996,1996
19971467,Table Cr Bridge,Southern Oregon Coastal,South Umpqua,Douglas,1995,1995
19971468,Salt Cr Rocking,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971469,Tankersley Rocking,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971470,Stouts Ranch Culverts & Rocking,Southern Oregon Coastal,South Umpqua,Douglas,1995,1995
19971471,Martin Cr Road,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971472,Table Cr Roads,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971473,Dillard Mill,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971474,Raccoon Drive,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971475,Coffee Creek,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971476,Granite Creek,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971477,Bateman 28,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971478,Hubbard Creek,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971479,Short Ranch,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971480,Buck North,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971481,Salt Creek,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971482,Old Blue,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971483,Rice Creek Road,Southern Oregon Coastal,South Umpqua,Douglas,1996,1996
19971484,Tyee Curve,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971485,Cougar Ridge,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971486,Basin McGee Rd,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971487,Rock Island,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971488,Stouts Ranch,Southern Oregon Coastal,South Umpqua,Douglas,1996,1996
19971489,Island Creek Road,Southern Oregon Coastal,South Umpqua,Douglas,1996,1996
19971490,Table Creek Road,Southern Oregon Coastal,South Umpqua,Douglas,1996,1997
19971491,Reston Ridge Road,Southern Oregon Coastal,South Umpqua,Douglas,1995,1995
19971492,South Fork Loop,Southern Oregon Coastal,South Umpqua,Douglas,1995,1995
19971493,Darby Creek,Southern Oregon Coastal,South Umpqua,Douglas,1995,1995
19971494,Bateman Ridge,Southern Oregon Coastal,Umpqua,Douglas,1995,1995
19971495,Slater Creek,Southern Oregon Coastal,Coquille,Coos,1995,1995
19971496,Red Hill,Southern Oregon Coastal,Umpqua,Douglas,1995,1995
19971497,Polan Creek,Southern Oregon Coastal,South Umpqua,Douglas,1995,1995
19971498,Table Creek,Southern Oregon Coastal,South Umpqua,Douglas,1995,1995
19971501,Jewell Area Watershed Improvement Project - 1,Northern Oregon Coastal,Nehalem,Clatsop,1997,1998
19971502,Jewell Area Watershed Improvement Project - 2,Northern Oregon Coastal,Nehalem,Clatsop,1997,1998
19971503,Jewell Area Watershed Improvement Project - 3,Northern Oregon Coastal,Nehalem,Clatsop,1997,1998
19971504,Lewis & Clark Watershed Restoration Project - 1,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19971505,Lewis & Clark Watershed Restoration Project - 2,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19971506,Lewis & Clark Watershed Restoration Project - 3,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19971507,Lewis & Clark Watershed Restoration Project - 4,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19971508,Lewis & Clark Watershed Restoration Project - 5,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19971509,Lewis & Clark Watershed Restoration Project - 6,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19971510,Lewis & Clark Watershed Restoration Project - 7,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19971511,Morris Creek,Northern Oregon Coastal,Siltcoos,Lane,1996,1996
19971512,Western Cedar Planting,Willamette,Yamhill,Yamhill,1997,1997
19971513,Yamhill Downhill,Willamette,Yamhill,Yamhill,1997,1997
19971514,96-20796,Willamette,Tualatin,Washington,1996,1996
19971515,96-20145,Willamette,Tualatin,Washington,1996,1996
19971516,95-21205,Willamette,Tualatin,Washington,1995,1995
19971517,96-20682,Willamette,Tualatin,Washington,1996,1996
19971518,96-531-21616,Willamette,Tualatin,Washington,1996,1997
19971519,97-531-20024,Willamette,Yamhill,Yamhill,1997,1997
19971520,,Willamette,Tualatin,Yamhill,1996,1996
19971521,15-1E-18.0 Rd Reconstruction,Willamette,McKenzie,Lane,1997,1997
19971522,Murphy Cr Reconstruction,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971523,Hodge Road Reconstruction,Willamette,Coast Fork Willamette,Lane,1996,1997
19971524,Major Conversion Rd Reconstruction,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971525,Parson Double Pipe Replacement,Willamette,McKenzie,Lane,1997,1997
19971526,Parsons Improvement,Willamette,McKenzie,Linn,1997,1997
19971527,Parsons 32,Willamette,McKenzie,Linn,1997,1997
19971528,Mt Tom Construction,Willamette,McKenzie,Linn,1997,1997
19971529,Good Pasture Road Reconstruction,Willamette,McKenzie,Lane,1997,1997
19971530,Drury Creek,Willamette,McKenzie,Lane,1996,1996
19971531,Seeley Cr Pipe Improvement,Willamette,McKenzie,Lane,1996,1996
19971532,Zippo Pipes,Willamette,Upper Willamette,Lane,1996,1996
19971533,Armitage 32,Willamette,McKenzie,Lane,1996,1996
19971534,Cemetery 95-96,Willamette,McKenzie,"^Lane, Linn",1995,1996
19971535,Triangle 20 Improvement,Northern Oregon Coastal,Siuslaw,Lane,1996,1996
19971536,Chappell Cr Road Elevation,Northern Oregon Coastal,Siuslaw,Lane,1996,1996
19971537,Seeley Cr,Willamette,McKenzie,Lane,1996,1996
19971538,Hula Cr Pipe Replacement/Repair,Northern Oregon Coastal,Siuslaw,Lane,1996,1996
19971539,Rust Rd,Northern Oregon Coastal,Siuslaw,Lane,1994,1995
19971540,Wilson Cr Pipe Replacement & Road Improvement,Willamette,Coast Fork Willamette,Lane,1995,1995
19971541,Pass Cr Pull Back,Southern Oregon Coastal,North Umpqua,Douglas,1995,1995
19971542,Black Canyon Reconstruction,Willamette,McKenzie,Lane,1995,1995
19971543,"Chappell 60""",Northern Oregon Coastal,Siuslaw,Lane,1995,1995
19971544,Drury Cr Cleanup-Log Placement 97-55493,Willamette,McKenzie,Lane,1997,1998
19971545,North Bank Log Placement 96-56213,Willamette,McKenzie,Lane,1997,1997
19971546,Lower Whiskey 96-56398,Willamette,McKenzie,Lane,1997,1998
19971547,Parsons Corners 97-40099 / 97-55139,Willamette,McKenzie,"^Lane, Linn",1997,1998
19971548,Borland 27  97-50022,Willamette,Upper Willamette,Lane,1997,1998
19971549,Hancock Triangle 8  97-50210,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971550,Diamond B-Bless Studs  97-50212,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971551,Wheeler Pit 97-50024,Northern Oregon Coastal,Siuslaw,Lane,1997,1998
19971552,Goodpasture 97-55460,Willamette,McKenzie,Lane,1997,1997
19971553,Noti East-25  97-50023,Willamette,Upper Willamette,Lane,1997,1997
19971554,Noti Openers 95-51602,Willamette,Upper Willamette,Lane,1996,1997
19971555,Chappell Pull 95-51547,Northern Oregon Coastal,Siuslaw,Lane,1996,1997
19971556,Diamond B- Penn Rd 97-50211,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971557,Hodge Again 97-55752,Willamette,Coast Fork Willamette,Lane,1997,1997
19971558,Pfeffer 96-50835,Willamette,Coast Fork Willamette,Lane,0,1997
19971559,Pass Creek #4  96-70148,Southern Oregon Coastal,Umpqua,Douglas,1996,1996
19971560,North Andrews 97-70589,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19971562,OSU Foundation 97-34695,Willamette,Upper Willamette,Benton,1997,1998
19971564,Smith Rd R/W 96-26240,Lower Columbia River,Lower Columbia-Clatskanie,Columbia,1996,1996
19971565,Murgic R/W 96-26112,Willamette,Lower Willamette,Columbia,1996,1996
19971566,Clinton R/W,Willamette,Lower Willamette,Columbia,1996,1996
19971567,Miller R/W,Willamette,Lower Willamette,Columbia,1995,1995
19971568,Carpenter Cr R/W 95-20896,Willamette,Tualatin,Washington,1995,1995
19971569,Sain Creek R/W 96-20229,Willamette,Tualatin,Washington,1996,1996
19971570,Fairchild Cr R/W 97-20122,Willamette,Yamhill,Yamhill,1997,1997
19971571,Larkin R/W,Willamette,Yamhill,Yamhill,1995,1995
19971572,Heisler By-Pass R/W 97-20607,Northern Oregon Coastal,Wilson-Trask-Nestucca,Yamhill,1997,1997
19971573,"Toll Rd R/W 97-20739, 97-20740",Northern Oregon Coastal,Wilson-Trask-Nestucca,Yamhill,1997,1997
19971574,Toll Ridge R/W 97-20825,Willamette,Yamhill,Yamhill,1997,1997
19971575,Flora Mainline R/W 97-20686,Northern Oregon Coastal,Wilson-Trask-Nestucca,"^Tillamook, Yamhill",1996,1997
19971576,Trask Cut-Off R/W 97-20739,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19971577,Upper Kutch R/W,Willamette,Yamhill,Yamhill,1995,1995
19971578,Baker Creek R/W 97-20814,Willamette,Yamhill,Yamhill,1997,1997
19971579,Rainbow Lake Slide Clean-up 96-552-30461,Willamette,Yamhill,Yamhill,1996,1996
19971580,96-531-21161,Willamette,Tualatin,Washington,1996,1996
19971581,Peavine Rd Ditch Cleaning,Willamette,Yamhill,Yamhill,1997,1997
19971582,GreenTop Rd Repair,Willamette,Yamhill,Yamhill,1997,1997
19971583,Boundary Rd Culvert Installation,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971584,Slide Removal,Willamette,Yamhill,Yamhill,1996,1996
19971585,Baker Cr Ditching/Slide Removal,Willamette,Yamhill,Yamhill,1996,1996
19971586,96-531-21597,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971587,96-531-20952,Willamette,Yamhill,Yamhill,1996,1996
19971588,97-531-21022,Willamette,Yamhill,Yamhill,1997,1997
19971589,97-531-21022,Willamette,Yamhill,Yamhill,1997,1997
19971590,97-531-20952,Northern Oregon Coastal,Wilson-Trask-Nestucca,Yamhill,1996,1996
19971591,97-531-21022,Northern Oregon Coastal,Wilson-Trask-Nestucca,Yamhill,1997,1997
19971592,96-531-20952,Willamette,Yamhill,Yamhill,1996,1996
19971593,96-531-20952 Fill Repair & Culvert Installation,Willamette,Yamhill,Yamhill,1996,1996
19971594,96-531-20975,Willamette,Yamhill,Yamhill,1996,1996
19971595,"Turner Cr Fill, Ditches & Culvert Work",Willamette,Yamhill,Yamhill,1996,1996
19971596,97-771-56011 (Crossing 1),Willamette,McKenzie,Lane,1997,1997
19971597,97-771-56011 (Crossing 2),Willamette,McKenzie,Lane,1997,1997
19971598,,Willamette,McKenzie,Lane,1997,1997
19971599,97-771-56052 (Crossing 1),Willamette,McKenzie,Lane,1997,1997
19971600,97-771-56052 (Crossing 2),Willamette,McKenzie,Lane,1997,1997
19971601,97-771-56052 (Crossing 3),Willamette,McKenzie,Lane,1997,1997
19971602,97-771-56052 (Crossing 4),Willamette,McKenzie,Lane,1997,1997
19971603,97-771-55848 (Crossing 1),Willamette,Middle Fork Willamette,Lane,1997,1997
19971604,97-771-55848 (Crossing 2),Willamette,Middle Fork Willamette,Lane,1997,1997
19971605,97-771-55848 (Crossing 3),Willamette,Middle Fork Willamette,Lane,1997,1997
19971606,97-781-51335,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971607,97-781-50427,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971608,,Northern Oregon Coastal,Alsea,Benton,1997,1997
19971609,,Willamette,Coast Fork Willamette,Lane,1997,1997
19971610,,Willamette,Coast Fork Willamette,Lane,1997,1997
19971611,,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19971612,Tryon Creek Streambank Enhancement Project,Willamette,Lower Willamette,Multnomah,1996,0
19971615,Swamp Creek,Southern Oregon Coastal,South Umpqua,Douglas,1997,1997
19971616,Bloody Jones T.S.,Southern Oregon Coastal,Middle Rogue,Josephine,1997,1998
19971617,South Trask Riparian,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971618,L. N. Fk. Wilson Culvert Replacement,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971619,Kilchis Riparian Project @ Barkens Bridge,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19971620,Kilchis Riparian Project,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1998
19971621,Runyon Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971622,Quarry Alder,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1994,1996
19971623,Headstretch Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1995,1995
19971624,Air Jordan Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971625,Kilo Helo Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1994,1995
19971626,Cedar Wolf Thin Project Work,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1995,1996
19971628,Simmons Creek Bridge Construction,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19971629,Storm Damage Road/Bridge Repair,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19971631,Gobblers Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1993,1997
19971632,South Jordan Timber Sale,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1997
19971633,Lookdown Riparian Conversion,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19971635,Tillamook Storm Damage Repair Area #1,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971637,Tillamook Storm Damage Repair Area #3 1995 & 1996,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971638,Tillamook Storm Damage Repair Area #3 1995 & 1996,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971644,Kilchis Falls Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1997
19971645,County Line Thin,Northern Oregon Coastal,Nehalem,Clatsop,1996,1996
19971646,Megan Falls Timber Sale,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1995,1995
19971649,Area #7 Storm 96,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1998,1998
19971651,Worthwhile,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1998
19971652,Worthwhile,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19971653,Worthwhile,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19971654,Worthwhile,Northern Oregon Coastal,Nehalem,Tillamook,1997,1998
19971658,Coast Return Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1998,1999
19971660,Storm Damage 1996 Area #4,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1998
19971666,Storm Damage Repair 1996 Area #2,Northern Oregon Coastal,Nehalem,Tillamook,1996,1997
19971680,Anderson Grade Thin,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1998,1998
19971682,Storm Damage Repair 1996 Area #2,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19971686,Cedar Jones Thin 341-96-66,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1999
19971696,Coal Creek Timber Sale,Northern Oregon Coastal,Nehalem,Tillamook,1997,1998
19971704,Austin R/W 96-30788,Willamette,Yamhill,Polk,1996,1996
19971705,97-552-30382,Willamette,Yamhill,Polk,1997,1997
19971706,Salt Cr Installation,Willamette,Yamhill,Polk,1997,1997
19971707,96-552-30252,Willamette,Yamhill,Polk,1997,1997
19971708,96-552-31086,Willamette,Yamhill,Polk,1996,1996
19971709,97-552-30167,Willamette,Yamhill,Polk,1997,1997
19971710,97-552-30167,Willamette,Yamhill,Polk,1997,1997
19971711,97-552-30394,Willamette,Yamhill,Polk,1997,1997
19971712,97-552-30967,Willamette,Yamhill,Polk,1997,1997
19971713,Camp Cr Culvert Installation,Willamette,Yamhill,Polk,1996,1996
19971714,96-552-30054,Willamette,Yamhill,Polk,1996,1996
19971715,Shumway Culvert Installation & Repairs,Willamette,Yamhill,Polk,1996,1996
19971716,"Cedar Cr R/W 97-30352, 97-30358",Willamette,Yamhill,Polk,1997,1997
19971717,Cedar Sliver 97-30889,Willamette,Yamhill,Polk,1997,1997
19971718,W Fk Cedar Culvert Installation,Willamette,Yamhill,Polk,1995,1996
19971719,W Fk Cedar Cr Repairs & Culvert Installation,Willamette,Yamhill,Polk,1995,1996
19971720,Dutch Cr,Willamette,Upper Willamette,Polk,1995,1995
19971721,Socialist Valley R/W 96-30442,Willamette,Upper Willamette,Polk,1997,1997
19971722,97-552-30916,Willamette,Upper Willamette,Polk,1997,1997
19971723,97-552-30562,Willamette,Upper Willamette,Polk,1997,1997
19971724,96-552-30054,Willamette,Middle Willamette,Polk,1996,1996
19971725,Silver Falls R/W 96-30680,Willamette,Middle Willamette,Polk,1996,1996
19971726,96-552-30841,Willamette,Middle Willamette,Polk,1996,1996
19971727,(Untitled),Willamette,Middle Willamette,Polk,1997,1997
19971728,96-552-30997,Willamette,Upper Willamette,Polk,1996,1996
19971729,Culvert Installation,Willamette,Upper Willamette,Polk,1996,1996
19971730,RxR Grade Betterment,Willamette,Upper Willamette,Polk,1997,1997
19971731,552-30688,Willamette,Upper Willamette,Polk,1996,1997
19971732,Black Rock Creek R/W 96-30633,Willamette,Upper Willamette,Polk,1996,1996
19971733,Mountain Sykes Cross-drains,Willamette,Upper Willamette,Polk,1997,1997
19971734,"Josiah Wills R/W 97-30720, 97-30730",Willamette,Upper Willamette,Polk,1997,1997
19971735,McTimmonds R/W 97-30411,Willamette,Upper Willamette,Polk,1997,1997
19971736,Dyer Clean-up & Bridge Replacement 96-30498,Willamette,Upper Willamette,Polk,1996,1996
19971737,552-30682,Willamette,Upper Willamette,Polk,1997,1997
19971738,Happy Gate LWD Placement,Willamette,McKenzie,Lane,1997,1997
19971739,Unnamed Creek (Saunders),Northern Oregon Coastal,Siuslaw,Lane,1998,1998
19971741,Stony Cr M4198,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1998,1998
19971752,Slides of '96,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19972000,Deer Creek side cast pull back,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972001,Blair Ridge Road Project #0192,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972002,Back to Beaver Road Project,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972003,Wrong Road  Project #0178,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972004,Black Tank Saddle Road Project #0190,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972005,Euchre Gorge Reconstruction #0180,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972006,Euchre Bowl Road Project #0179,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972007,Hollywood Blvd Road Side Pull Back,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972008,Lower Big Tip Road Project,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972009,Four-Corners Road Project #0186,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972010,Remington Ridge Road Project,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972011,Turkey Ridge Road Project,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972012,Lambert Mountain Road Project #0188,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972013,Citifor Coop Road Project #0185,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972014,Bobcat Thin Road Project,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19972015,1006-G Road Project #0184,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19972016,#0182,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19972017,#0183,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19972018,#0163,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19972019,Shady Cover Road Project #0165,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19972020,O&C Bypass Road Project #0176,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19972021,1000 Road Rocking,Southern Oregon Coastal,Coquille,Coos,0,1997
19972022,Lower Rock Creek Thin Legacy Road Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972023,Weaver Ridge 24 Legacy Road Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972024,Sandy 6 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972025,Rowland Creek 5 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972026,Salt Lick 18 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972027,South Catching Alder Legacy Rd reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972028,Elk Creek 4 Legacy Road Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972029,Elk Creek 9 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972030,2212 line Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972031,Gravelford Chip 6 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972032,Dora Ridge Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972033,Moon Creek 26 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972034,Moon Creek 27 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972035,East Brummit 28 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972036,Camas Creek 20 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972037,Bone 28 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972038,Bone 25 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972039,Axe Creek 18 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972040,Whitley Creek Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1997
19972041,Green Acres Chip Legacy Rd Reconstruction,Southern Oregon Coastal,Coos,Coos,0,1997
19972042,Carlton Creek Culvert Replacement,Southern Oregon Coastal,Sixes,Curry,0,1997
19972043,Re Rock Thinning Legacy Rd Reconstruction,Southern Oregon Coastal,Sixes,Coos,0,1997
19972044,Moon Mountain Thin Legacy Rd Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1997
19972045,Calf Ranch Legacy Rd Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1997
19972046,Tent Prairie Legacy Rd Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1997
